기관명,기관구분,주소,홈페이지,위도,경도
이앤정정신건강의학과의원,의원,"서울특별시 노원구 동일로 1345 2층 204호 (상계동, 인천빌딩)",,37.6487051824451 ,127.0618690402630 
이연정신건강의학과의원,의원,광주광역시 광산구 용아로379번길 30 4층 (하남동),,35.1770633311679 ,126.8025040789990 
이연정신건강의학과의원,의원,대전광역시 서구 계룡로553번안길 19 3층 302호 (탄방동),,36.3461098884258 ,127.3862889561920 
이영주신경정신과의원,의원,부산광역시 연제구 중앙대로 1050 3층 (연산동),,35.1818824604761 ,129.0786845964240 
이용석정신건강의학과의원,의원,경기도 수원시 팔달구 권광로 208 4층 일부호 (인계동),,37.2658831165997 ,127.0339382581960 
이유정신건강의학과의원,의원,"서울특별시 강남구 선릉로 431 406,407호 (역삼동, 에스케이허브오피스텔)",,,
이윤희정신건강의학과의원,의원,대전광역시 동구 동서대로 1688 빅플러스타워 6층 601호 (성남동),,36.3488529467883 ,127.4374401293280 
이음,정신재활시설,서울특별시 강동구 성내2동 136-18,www.yiumm.net,37.5341489381531 ,127.1261337058050 
이음병원,중독관리통합지원센터,경기도 안양시 만안구 문예로 48 안양시 만안구보건소 5층,www.acamc.co.kr,37.3858473342855 ,126.9329444703330 
이음병원,병원,경기도 용인시 기흥구 흥덕1로 97 5층~7층 (영덕동),,37.2748321588033 ,127.0733338464100 
이인섭정신건강의학과의원,의원,"경상남도 창원시 성산구 상남로 122 (상남동, 롯데메디컬)",,35.2237142957996 ,128.6833295820130 
이인수정신건강의학과의원,의원,서울특별시 강남구 압구정로73길 8 3층 (청담동),,37.5265789887299 ,127.0465155508680 
이자영정신건강의학과의원,의원,전라북도 전주시 완산구 우전로 212 (효자동2가),,35.8133965952883 ,127.1021292964110 
이재정정신건강의학과의원,의원,대구광역시 수성구 지범로 181 (지산동),,35.8216629244039 ,128.6393121857710 
이재진정신건강의학과의원,의원,"서울특별시 성동구 행당로 87 402호 (행당동, 대림리빙프라자)",,37.5572921201611 ,127.0285442693860 
이정남신경정신과의원,의원,광주광역시 동구 서남로 2 2층 (서석동),,35.1454616220666 ,126.9221039664290 
이정빈 정신건강의학과의원,의원,"부산광역시 해운대구 좌동순환로 173 7층 (좌동, 영풍프라자)",,35.1781609648529 ,129.1752822670220 
이정신건강의학과의원,의원,강원도 동해시 천곡로 52 (천곡동),,37.5237756635283 ,129.1109342813980 
이정신건강의학과의원,의원,서울특별시 서초구 신반포로 325 반포빌딩 3층 302호 (잠원동),,37.5107109036829 ,127.0192434778700 
이정신건강의학과의원,의원,"서울특별시 송파구 석촌호수로 61 5층 511일부 호 (잠실동, 트리지움)",,37.5106960472158 ,127.0862248079540 
이정신건강의학과의원,의원,"경기도 안양시 동안구 흥안대로 533 301호 (관양동, 인덕원골드프라자)",,37.4016040808594 ,126.9761545298150 
이정신과의원,의원,경기도 구리시 경춘로 224 (수택동),,37.6004080812926 ,127.1403055277480 
이정신과의원,의원,서울특별시 강남구 논현로 607 4층 (논현동),,37.5079014142286 ,127.0333137188670 
이정은정신건강의학과의원,의원,"대전광역시 서구 문정로 30 6층 (탄방동, 한마음클리닉)",,36.3463255496325 ,127.3829258094580 
이정표정신건강의학과의원,의원,"경상남도 창원시 의창구 우곡로217번길 36 (명서동, 모리스빌딩)",,35.2418215758624 ,128.6504093603600 
이지브레인정신건강의학과의원,의원,"대전광역시 서구 둔산로 130 406호 (둔산동, 대덕프라자)",,36.3509910661506 ,127.3881636071130 
이창영정신건강의학과의원,의원,부산광역시 서구 구덕로 122 (토성동4가),,35.0968217342026 ,129.0229279938320 
이창훈정신건강의학과의원,의원,"울산광역시 남구 대공원로 241 4층 401호 (신정동, 대공원코오롱파크폴리스)",,35.5310154953993 ,129.3072817270580 
이채일정신건강의학과의원,의원,부산광역시 수영구 수영로 695 (수영동),,35.1677097694301 ,129.1156390897570 
이천시보건소,보건소,경기도 이천시 증신로 153번길 13 ,,37.2889841460943 ,127.4523317330430 
이천시자살예방센터,자살예방센터,경기도 이천시 증일동 이섭대천로 1119 2층 ,www.imhc.co.kr,37.2705232897144 ,127.4454558076450 
이철정신건강의학과의원,의원,"서울특별시 서초구 서초대로 266 201호 (서초동, 아스트라)",,37.4925506542970 ,127.0109961948230 
이춘수정신건강의학과의원,의원,경기도 용인시 기흥구 용구대로 2398 연원마을벽산아파트 (마북동),,37.3003041075341 ,127.1072841927340 
이충원신경정신과의원,의원,경기도 안양시 만안구 안양로 276 3층 (안양동),,37.3972928585415 ,126.9230551643540 
이택중신경정신과의원,의원,서울특별시 강남구 도산대로 110 4층 (논현동),,37.5162788961317 ,127.0210193296690 
이한정신건강의학과의원,의원,서울특별시 강남구 선릉로 311 한티빌딩 305호 (역삼동),,37.4973342152953 ,127.0520778399690 
이현숙정신건강의학과의원,의원,"부산광역시 수영구 광안로 4 3층 (광안동, SK뷰상가)",,35.1569294764320 ,129.1133737552680 
이현정정신건강의학과의원,의원,"부산광역시 동래구 충렬대로 248 (수안동, 인촌빌딩)",,35.2010069304446 ,129.0862272675000 
이화여자대학교의과대학부속목동병원,종합병원,서울특별시 양천구 안양천로 1071 (목동),,37.5369818505985 ,126.8867439164950 
이화여자대학교의과대학부속서울병원,종합병원,서울특별시 강서구 공항대로 260 이화여자대학교 제2부속병원 (마곡동),,37.5572628621214 ,126.8362668291170 
익산병원,종합병원,전라북도 익산시 무왕로 969 (신동),,35.9617014125590 ,126.9665210999360 
익산시보건소,보건소,전라북도 익산시 무왕로 975 ,,35.9609947275172 ,126.9664383679380 
인광희망의샘,정신재활시설,광주광역시 동구 금남로170-24,heemangsaem.or.kr,35.1522271912635 ,126.9112858112840 
인마인드정신건강의학과의원,의원,대구광역시 수성구 청수로 133 9층 (황금동),,35.8403659657676 ,128.6229160707990 
인산의료재단 메트로병원,종합병원,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",,37.3782872583832 ,126.9356399593010 
인산의료재단 전라북도 마음사랑병원,기초정신건강복지센터,전라북도 완주군 봉동동서로 89,www.wjmhc.or.kr,35.9373320680723 ,127.1620979543000 
인선요양원,정신요양시설,전라남도 순천시 매봉길30,www.inae.or.kr,34.9656875572731 ,127.5379941065390 
인성병원,병원,경상북도 포항시 북구 장량로 98-10 98,,,
인성정신건강의학과의원,의원,충청북도 충주시 중앙로 50-1 (문화동),,36.9727239770270 ,127.9289915404790 
인성정신건강의학과의원,의원,"서울특별시 송파구 마천로 264 4층 (거여동, 흥일빌딩)",,37.4980805219712 ,127.1461495122560 
인정신과의원,의원,충청북도 제천시 의림대로 128 우리메디컬센터빌딩3층동 (중앙로2가),,37.1391745577786 ,128.2113732474560 
인제군 정신건강복지센터,기초정신건강복지센터,강원도 인제군 인제읍 인제로140번길 34,www.inje.go.kr/health,38.0632561860420 ,128.1685464578380 
인제군보건소,보건소,강원도 인제군 인제읍 인제로 140번길 34 ,,38.0632561860420 ,128.1685464578380 
인제대학교 부산백병원,기초정신건강복지센터,부산광역시 부산진구 시민공원로 30 부산진구청 별관 건강증진센터 내 2층,www.beautymind.or.kr,35.1628306374210 ,129.0531883038100 
인제대학교 산학협력단,기초정신건강복지센터,부산광역시 서구 부용로 30 서구보건소 2층 202호,www.bsmhc.com,35.1074360292851 ,129.0180383506220 
인제대학교 상계백병원,종합병원,서울특별시 노원구 동일로 1342 상계백병원 (상계동),,37.6485819883224 ,127.0631157376730 
인제대학교 서울백병원,종합병원,서울특별시 중구 마른내로 9-9 (저동2가),,,
인제대학교 일산백병원,기초정신건강복지센터,경기도 고양시 일산동구 중앙로 1228 동구보건소 2층,www.goyangwithus.co.kr,37.6559804128513 ,126.7761486506260 
인제대학교 일산백병원,기초정신건강복지센터,"경기도 광명시 오리로 613, 3층(하안동)",www.gmmhc.or.kr,37.4554109876685 ,126.8781638584070 
인제대학교 해운대백병원,기초정신건강복지센터,"부산광역시 기장군 정관읍 용수로11, 정관지소 4층",www.gijangmhc.or.kr,35.3251972362826 ,129.1793766234520 
인제대학교 해운대백병원,종합병원,부산광역시 해운대구 해운대로 875 (좌동),,35.1732594832579 ,129.1821638941910 
인제대학교부산백병원,상급종합병원,"부산광역시 부산진구 복지로 75, 진사로83번길 75 진사로83번길 81, 1층(일부), 3층 (개금동)",,,
인제대학교일산백병원,종합병원,경기도 고양시 일산서구 주화로 170 (대화동),,37.6742736163169 ,126.7503801807980 
인천광역시의료원,공립,인천광역시 동구 방축로 217,,37.4788152819121 ,126.6686644643200 
인천광역시의료원,종합병원,인천광역시 동구 방축로 217- 217,,,
인천광역시의료원,기초정신건강복지센터,인천광역시 연수구 예술로 20번길 15 ,www.ysmhc.com,37.4357830923465 ,126.6996474223060 
인천광역시자살예방센터,자살예방센터,인천광역시 남동구 남동대로 774번길 24 가천뇌과학연구원 5층,www.ispc.or.kr,37.4510392789722 ,126.7094098511440 
인천기독병원,종합병원,인천광역시 중구 답동로30번길 10- (율목동),,37.4711775649549 ,126.6320698134760 
인천마음벗정신건강의학과의원,의원,"인천광역시 미추홀구 독배로 311 (용현동, 비젼프라자)",,37.4481462350889 ,126.6491201529160 
인천미추홀구 자살예방센터,자살예방센터,"인천광역시 미추홀구 독정이로95, 미추홀구청 본관3청사 2층 ",www.ingmhc.or.kr,37.4634769212560 ,126.6499801496620 
인천미추홀구 정신건강복지센터,기초정신건강복지센터,"인천광역시 미추홀구 독정이로95, 미추홀구청 본관3청사 2층 ",www.ingmhc.or.kr,37.4634769212560 ,126.6499801496620 
인천바오로병원,병원,인천광역시 부평구 장제로 145 (부평동),,37.4988461913781 ,126.7296480758990 
인천시청 건강증진과,보건소,인천광역시 남동구 정각로 29 (구월동) ,,37.4560499608337 ,126.7052557440890 
인천우리병원,병원,인천광역시 미추홀구 석바위로53번길 8 (주안동),,37.4612692627454 ,126.6789820382980 
인천적십자병원,공립,인천광역시 연수구 원인재로 263,,37.4184275478229 ,126.6899325002450 
인천정병원,병원,인천광역시 남동구 남동대로 931 3~6층 (간석동),,,
인천참사랑병원,병원,인천광역시 서구 원창로240번길 9 (가정동),,37.5164690739903 ,126.6761340426460 
인천참사랑병원,기초정신건강복지센터,인천광역시 서구 탁옥로39 서구보건소 4층,www.ismhc.co.kr,37.5444399067256 ,126.6738060794900 
인천참사랑병원,중독관리통합지원센터,인천광역시 계양구 계양대로 126,,37.5351321162748 ,126.7229252411140 
인하대학교 산학협력단,중독관리통합지원센터,인천광역시 연수구 앵고개로183 남동부수도사업소2층,www.ickosacc.com,37.4121331509152 ,126.6659867289490 
인하대학교 산학협력단,중독관리통합지원센터,"경기도 수원시 팔달구 매산로 89, 2층",www.kosacc.or.kr,37.2704984896655 ,127.0106741766090 
인하대학교의과 대학부속병원,기초정신건강복지센터,인천광역시 중구 참외전로 72번길 21 ,www.happymind.or.kr,37.4772172924214 ,126.6291076798130 
인하대학교의과대학부속병원,상급종합병원,인천광역시 중구 인항로 27 (신흥동3가),,37.4588539721174 ,126.6341642345220 
인혜의료재단 가나병원,기초정신건강복지센터,부산광역시 남구 유엔평화로 4번길 61 3층,www.namgumhc.or.kr,35.1342789428072 ,129.0885396929120 
일산고려정신과의원,의원,"경기도 고양시 일산서구 일현로 47 (탄현동, 예일큰프라자 404호 일부, 5층일부)",,37.6915600708041 ,126.7627610131800 
일상정신건강의학과의원,의원,서울특별시 영등포구 양평로 22 5층 (당산동6가),,37.5331572915693 ,126.9039334586710 
임계원정신건강의학과의원,의원,서울특별시 종로구 혜화로 8 2층 (혜화동),,37.5864872710162 ,127.0005132277860 
임미란정신건강의학과의원,의원,부산광역시 해운대구 선수촌로 98 경신빌딩 5층 (반여동),,35.2024048308776 ,129.1195501609910 
임실군보건의료원,보건소,전라북도 임실군 임실읍 호국로 1680 ,,35.6126111163798 ,127.2870767386370 
임정신과의원,의원,"경기도 안산시 단원구 화랑로 358 2층 (고잔동, 자유센터)",,37.3210004375317 ,126.8274902071370 
임태식신경정신과의원,의원,인천광역시 계양구 계산새로65번길 17 2층 (계산동),,37.5398320568552 ,126.7353272444050 
자매정신요양원,정신요양시설,부산광역시 사하구 사리로 37,www.jamaesarang.com,35.1031495745081 ,128.9986249486220 
잘자고마음편한키다리정신건강의학과의원,의원,전라남도 고흥군 고흥읍 고흥로 1745-2 1745,,,
잘자는정신건강의학과의원,의원,전라남도 여수시 남산로 126 (서교동),,34.7399939793303 ,127.7279884766130 
잘자는정신건강의학과의원,의원,충청북도 청주시 청원구 향군로 43 1층 (우암동),,36.6494914776533 ,127.4859210546130 
잠실아이정신건강의학과의원,의원,"서울특별시 송파구 올림픽로 293-19 (신천동, 현대타워 104호)",,37.5151260924891 ,127.1024803108670 
잠실하늘정신건강의학과의원,의원,서울특별시 송파구 송파대로 558 월드타워빌딩 2층 201호 (신천동),,37.5150948546972 ,127.0997117302950 
장대식정신건강의학과의원,의원,부산광역시 연제구 중앙대로 1131 4층 (연산동),,35.1885320009779 ,129.0806879489050 
장덕환정신건강의학과의원,의원,경기도 수원시 팔달구 정조로 775 (팔달로3가),,37.2771890925904 ,127.0161116247640 
장바오로정신건강의학과의원,의원,대구광역시 수성구 달구벌대로 3169 2층 (매호동),,35.8415000867387 ,128.7038106562540 
장상렬정신건강의학과의원,의원,경상북도 포항시 북구 중흥로 306 (죽도동),,36.0294132630927 ,129.3637537900870 
장석하정신건강의학과의원,의원,"서울특별시 강동구 올림픽로 787 2층 202호 (암사동, 태성프라자)",,37.5515454300024 ,127.1277233692240 
장성군 정신건강복지센터,기초정신건강복지센터,전라남도 장성군 청운 11길 13,,35.3045411419959 ,126.7824534712600 
장성군보건소,보건소,전라남도 장성군 장성읍 청운11길 13 ,,35.3045411419959 ,126.7824534712600 
장수군보건의료원,보건소,전라북도 장수군 장수읍 장천로 245,,35.6538942149727 ,127.5198243720480 
장수보건복지센터,정신재활시설,전라북도 장수군 장수읍 장천로 400,http://www.jangsulove.com,35.6675871870993 ,127.5209239319550 
장안좋은집,정신재활시설,경기도 수원시 장안구 경수대로 908번길 38-14,,37.3015927279789 ,127.0123239771820 
장앤김정신건강의학과의원,의원,전라북도 전주시 완산구 팔달로 212 (경원동3가),,35.8211483517789 ,127.1461821194950 
장우성정신건강의학과의원,의원,"부산광역시 서구 대영로 54 4층 (서대신동1가, 대신메디컬센터)",,35.1096824683279 ,129.0172976810790 
장유누가병원,기초정신건강복지센터,경상남도 김해시 분성로 227번길 210호,www.gmind.or.kr,35.2324337801483 ,128.8705458895590 
장은진정신건강의학과의원,의원,"서울특별시 강남구 테헤란로 313 209,210호 (역삼동, 성지하이츠1)",,,
장정신건강의학과의원,의원,"부산광역시 부산진구 동평로 108-1 7층 (당감동, 백양메디칼센터)",,35.1656442697514 ,129.0413804518770 
장정신과의원,의원,경상북도 구미시 구미중앙로 111 (원평동),,36.1277837712213 ,128.3345255459820 
장태섭정신건강의학과의원,의원,부산광역시 사상구 광장로 77 3층 (괘법동),,35.1626231931097 ,128.9849494037530 
장형주정신건강의학과의원,의원,인천광역시 중구 흰바위로 31 에어로시티 304호 (운서동),,37.4927670842840 ,126.4884608104710 
장홍석정신건강의학과의원,의원,서울특별시 강남구 선릉로 510 402호 (삼성동),,37.5051706998603 ,127.0489493537380 
장흥군보건소,보건소,전라남도 장흥군 장흥읍 흥성로 49 ,,34.6764723654694 ,126.9082288714220 
재단법인 아산사회복지재단 정읍아산병원,종합병원,전라북도 정읍시 충정로 606-22 (용계동),,35.5883888987011 ,126.8245557635020 
재단법인대구포교성베네딕도수녀회창원파티마병원,종합병원,경상남도 창원시 의창구 창이대로 45-45 (명서동),,,
재단법인아산사회복지재단 서울아산병원,상급종합병원,서울특별시 송파구 올림픽로43길 88 서울아산병원 (풍납동),,37.5251711290040 ,127.1093804637010 
재단법인예수병원유지재단예수병원,종합병원,"전라북도 전주시 완산구 서원로 365 (중화산동1가, 예수병원)",,35.8143301116274 ,127.1326026523360 
재단법인원진녹색병원,병원,경기도 구리시 동구릉로 65 (인창동),,37.6059427818152 ,127.1338576302160 
재단법인천주교부산교구유지재단 메리놀병원,종합병원,부산광역시 중구 중구로 121 (대청동4가),,35.1076506151841 ,129.0329881695220 
재단법인한국산업보건환경연구소부설 해상병원,병원,서울특별시 영등포구 신길로 173 (신길동),,37.5076073919529 ,126.9107268256760 
재단법인한호기독교선교회 일신기독병원,종합병원,부산광역시 동구 정공단로 27 (좌천동),,35.1357753221213 ,129.0544168994660 
전남대학교병원,국립,광주광역시 동구 제봉로 42,,35.1420141967739 ,126.9219842401130 
전남대학교병원,상급종합병원,광주광역시 동구 제봉로 42 (학동),,35.1420141967739 ,126.9219842401130 
전남대학교병원,광역정신건강복지센터,"광주광역시 동구 제봉로 27, 5F",www.gmhc.kr,,
전남대학교병원,기초정신건강복지센터,광주광역시 북구 북문대로 43 2층,www.gbcmhc.or.kr,35.1751898835041 ,126.8807714491730 
전남도청 건강증진과,보건소,전라남도 무안군 삼향읍 오룡길 1 ,,34.8174727676363 ,126.4654159353040 
전라남도 강진의료원,병원,전라남도 강진군 강진읍 탐진로 5 (),,34.6374989310868 ,126.7581407459790 
전라남도 순천의료원,공립,전라남도 순천시 서문성터길 2,,34.9587337794314 ,127.4827660093250 
전라남도순천의료원,병원,전라남도 순천시 서문성터길 2 (매곡동),,34.9587337794314 ,127.4827660093250 
전라북도 군산의료원,공립,전라북도 군산시 의료원로 27,,35.9549142018199 ,126.7119092047920 
전라북도 군산의료원,종합병원,"전라북도 군산시 의료원로 27 (지곡동, 군산의료원)",,35.9549142018199 ,126.7119092047920 
전라북도 남원의료원,공립,전라북도 남원시 충정로 365,,35.4321773305020 ,127.4067661005300 
전라북도 남원의료원,종합병원,전라북도 남원시 충정로 365 (고죽동),,35.4321773305020 ,127.4067661005300 
전라북도 마음사랑병원,공립,전라북도 완주군 소양면 소양로 465-23,,35.8603759385047 ,127.2552947838500 
전라북도 마음사랑병원,병원,전라북도 완주군 소양면 소양로 465-23 (),,35.8603759385047 ,127.2552947838500 
전라북도 마음사랑병원,기초정신건강복지센터,전라북도 정읍시 수성1로 61 2층,www.jemhc.or.kr,35.5779904492435 ,126.8545297708270 
전미유정신건강의학과의원,의원,"경기도 성남시 수정구 공원로 322 227호 (신흥동, 신동아파라디움)",,37.4433301037792 ,127.1516681891600 
전병선정신건강의학과의원,의원,"강원도 삼척시 엑스포로 1 (읍중동, 풍년제과)",,37.4408191877074 ,129.1636296680090 
전북대학교,중독관리통합지원센터,전라북도 전주시 덕진구 백제대로 689,www.jaddiction.org,35.8446847695055 ,127.1444135900960 
전북대학교,국립,전라북도 전주시 덕진구 건지로 20,,35.8479659003147 ,127.1410597678220 
전북대학교병원,상급종합병원,전라북도 전주시 덕진구 건지로 20 (금암동),,35.8479659003147 ,127.1410597678220 
전북대학교병원,기초정신건강복지센터,"전라북도 전주시 덕진구 벚꽃로 55, 덕진진료실 2층",www.jjmind.com,35.8293350155675 ,127.1351830110580 
전북도청 보건의료과,보건소,"전라북도 전주시 완산구 효자로 225, 10층",,35.8194621650578 ,127.1063969423560 
전북신세계병원,기초정신건강복지센터,전라북도 군산시 대야면 백마길 16,www.ksmhc.or.kr,35.9448078485591 ,126.8098789649720 
전성일정신건강의학과의원,의원,"서울특별시 노원구 노해로 457 5층 (상계동, 은성빌딩)",,37.6541806095413 ,127.0587470007160 
전재진정신과의원,의원,"서울특별시 광진구 긴고랑로 64 2,3,4층 (중곡동)",,,
전종호정신건강의학과의원,의원,서울특별시 강북구 도봉로 405 (수유동),,37.6426991196171 ,127.0303129854550 
전주시보건소,보건소,전라북도 전주시 완산구 전라감영로 33 ,,35.8158456818444 ,127.1433513108600 
전지홍정신과의원,의원,"서울특별시 도봉구 도봉로 476 204호 (창동, 삼성쉐르빌퍼스티)",,37.6478767476480 ,127.0347625294410 
전현수정신건강의학과의원,의원,"서울특별시 송파구 중대로 68 401호 (문정동, 훼미리 샤르망)",,37.4915653895479 ,127.1164371888250 
정건연세정신과의원,의원,"인천광역시 부평구 부평대로 33 7층 (부평동, 창성빌딩)",,37.4943824721926 ,126.7225130493980 
정경화정신건강의학과의원,의원,서울특별시 금천구 독산로 134 (시흥동),,37.4592758342418 ,126.9052529374820 
정광설정신건강의학과의원,의원,대전광역시 중구 계백로 1717 2층 (오류동),,36.3220222987690 ,127.4101544311860 
정다운정신건강의학과의원,의원,충청북도 청주시 흥덕구 사직대로 45-1 (복대동),,36.6347203856771 ,127.4525378584910 
정다운집,정신재활시설,충청남도 부여군 외산면 외산로 79번길 31 1동 101호,www.junghouse.net,36.3033395321837 ,126.7017360321510 
정맹환정신건강의학과의원,의원,광주광역시 남구 독립로 20 (백운동),,35.1353471377040 ,126.9017272920560 
정빈의료재단 합덕아산병원,병원,충청남도 당진시 합덕읍 합덕시장로 174-1 (합덕읍),,36.8079318067622 ,126.7745032539810 
정선군보건소,보건소,강원도 정선군 정선읍 녹송로 33,,37.3800727951532 ,128.6714375151600 
정선주정신과의원,의원,"서울특별시 강남구 압구정로 224 209호 (신사동, 우미빌딩)",,37.5285627338967 ,127.0321484745090 
정성군 정신건강복지센터,기초정신건강복지센터,강원도 정선군 정선읍 녹송로 33,www.jeongseon.go.kr,37.3800727951532 ,128.6714375151600 
정성철정신건강의학과의원,의원,서울특별시 성북구 동소문로 20-1 지상3층 (동소문동2가),,37.5892747294543 ,127.0084733863030 
정성훈정신건강의학과의원,의원,대구광역시 수성구 달구벌대로 2280 6층 (수성동1가),,35.8597295777386 ,128.6116476828240 
정신경정신과의원,의원,충청남도 천안시 서북구 쌍용대로 8 3층 (쌍용동),,36.7981711703224 ,127.1310382186730 
정신요양시설 천봉산요양원,정신요양시설,경상북도 상주시 만산8길 70,http://www.mental-treatment.com,36.4441274600365 ,128.1500179060550 
정심수양원,정신요양시설,대구광역시 동구 팔공산로 254길 123,www.msjungsim.com,35.9724477537128 ,128.6898082144800 
정심원,정신요양시설,전라북도 완주군 소양면 송광수만로 343번지,http://skjsw.org,35.8919465898811 ,127.2416304056730 
정읍사랑병원,병원,전라북도 정읍시 상동중앙로 94 (상동),,35.5645671378788 ,126.8714855803860 
정읍시보건소,보건소,전라북도 정읍시 수성1로 61 ,,35.5779904492435 ,126.8545297708270 
정인과정신건강의학과의원,의원,서울특별시 구로구 가마산로 205 (구로동),,37.4934613735583 ,126.8841079651890 
정인정신건강의학과의원,의원,광주광역시 서구 무진대로 935 3층 (광천동),,35.1619487757922 ,126.8827283654020 
정일성정신건강의학과의원,의원,전라북도 군산시 중앙로 71 (중앙로3가),,35.9803607673836 ,126.7190982234390 
정재훈정신건강의학과의원,의원,대구광역시 수성구 달구벌대로 2421 7층 (범어동),,35.8593836903716 ,128.6276626156220 
정진의료재단 영화병원,기초정신건강복지센터,인천광역시 남동구 인주대로819 문화빌딩 6층,www.ndmhc.or.kr,37.4488796981918 ,126.7282548630010 
정진정신건강의학과의원,의원,경기도 수원시 팔달구 인계로138번길 8 수원인계 리슈빌S 201호 (인계동),,37.2667004280119 ,127.0324147211840 
정청정신건강의학과의원,의원,"경상남도 창원시 마산회원구 3·15대로 773 (합성동, 정청신경외과)",,35.2407301766778 ,128.5839978971940 
정태영정신건강의학과의원,의원,"부산광역시 해운대구 좌동순환로 505 701호, 702-1호 (중동)",,35.1656679331562 ,129.1682241964460 
정학송정신건강의학과의원,의원,경상남도 진주시 비봉로24번길 14 (중안동),,35.1930527733578 ,128.0826183076620 
정형모정신건강의학과의원,의원,부산광역시 부산진구 가야대로 456 8층 (개금동),,35.1528825341477 ,129.0218990445090 
정환증정신건강의학과의원,의원,경상남도 창원시 마산회원구 3·15대로 765-1 (합성동),,35.2401431287426 ,128.5834528235340 
정희진정신건강의학과의원,의원,서울특별시 서초구 남부순환로 2652 4층 (양재동),,37.4852333261108 ,127.0408514621450 
제이미주병원,병원,대구광역시 달성군 다사읍 달구벌대로 893 893,,,
제이민정신건강의학과의원,의원,"경기도 하남시 미사강변동로84번길 39 에코타워 501, 502호 (망월동)",,37.5634045650520 ,127.1952766265690 
제일신경정신과의원,의원,"경상남도 창원시 마산합포구 가포로 12 (해운동, 선진상가)",,35.1791196333855 ,128.5582050676810 
제일정신건강의학과의원,의원,광주광역시 북구 동문대로 123 3층 (우산동),,35.1741601229739 ,126.9257384101870 
제일정신건강의학과의원,의원,강원도 태백시 황지로 79-1 (황지동),,37.1660057416921 ,128.9915792709990 
제일정신과의원,의원,전라북도 김제시 중앙로 103 (요촌동),,35.8043639903525 ,126.8874013191720 
제일정신과의원,의원,경기도 고양시 일산동구 중앙로 1172 (마두동),,37.6517332766208 ,126.7783900466580 
제주대학교병원,국립,제주특별자치도 제주시 아란13길 15,,33.4672085209581 ,126.5452010285350 
제주대학교병원,종합병원,제주특별자치도 제주시 아란13길 15- 제주대학교병원 (아라일동),,33.4672085209581 ,126.5452010285350 
제주대학교병원,광역정신건강복지센터,제주특별자치도 제주시 아란 13길 15 제주대학교병원 내 별관 2층,www.jejumind.or.kr,33.4672085209581 ,126.5452010285350 
제주도청 보건위생과/노인장애인복지과,보건소,제주특별자치도 제주시 문연로 6,,33.4882207234688 ,126.4977225984120 
제주시보건소,보건소,제주특별자치도 제주시 연삼로 264 ,,33.4915999384117 ,126.5202378515300 
제주정신재활센터,정신재활시설,"제주특별자치도 제주시 동광로 1길11, 4층 ",www.jejumental.or.kr,33.5019418947645 ,126.5289000772450 
제주특별자치도 서귀포의료원,공립,제주특별자치도 서귀포시 장수로 47(동홍동),,33.2559809912099 ,126.5629488728950 
제주특별자치도 서귀포의료원,종합병원,제주특별자치도 서귀포시 장수로 47 (동홍동),,33.2559809912099 ,126.5629488728950 
제주특별자치도 제주의료원,공립,제주특별자치도 제주시 산천단 남길 10,,33.4448911815459 ,126.5608469003820 
제주특별자치도제주의료원,병원,제주특별자치도 제주시 산천단남길 10 제주의료원 (아라일동),,33.4448911815459 ,126.5608469003820 
제주한라병원,종합병원,제주특별자치도 제주시 도령로 65- (연동),,33.4904701635197 ,126.4847795991740 
제천시보건소,보건소,충청북도 제천시 의림대로 242 ,,37.1493417043657 ,128.2160864969550 
조광신경정신과의원,의원,"서울특별시 광진구 능동로 380 (중곡동,(2,3,4층))",,37.5630921732805 ,127.0829692943390 
조광현정신건강의학과의원,의원,전라북도 전주시 완산구 장승배기로 208 2층 202호 (평화동1가),,35.7962629751403 ,127.1354165850730 
조규형신경정신과의원,의원,인천광역시 미추홀구 경인로 431 (주안동),,37.4582898172887 ,126.6880016167400 
조남현정신건강의학과의원,의원,"서울특별시 강남구 압구정로 228 3층 301호 (신사동, 대웅빌딩)",,37.5286998631786 ,127.0328152257230 
조동환정신건강의학과의원,의원,부산광역시 부산진구 서면로 64 (부전동),,35.1564594440496 ,129.0580656750610 
조맹제정신건강의학과의원,의원,"서울특별시 영등포구 당산로 133 303호 (당산동3가, 서림빌딩)",,37.5267169970163 ,126.8965405340230 
조선대학교 사회복지회,중독관리통합지원센터,"광주광역시 동구 금남로166(금남로5가, 대화빌딩3층)",www.광주동구중독관리센터.kr,35.1524316247241 ,126.9115391051560 
조선대학교병원,상급종합병원,광주광역시 동구 필문대로 365 (학동),,35.1385485970092 ,126.9281861075010 
조영래정신건강의학과의원,의원,경기도 부천시 부천로 17 (심곡동),,37.4857478011710 ,126.7828210115030 
조용희신경정신과의원,의원,대전광역시 중구 계룡로 845 (용두동),,36.3254881081203 ,127.4092696215940 
조은정신건강의학과의원,의원,"인천광역시 서구 원당대로 860 보람프라자 7층, 803호 (당하동)",,37.5932821739070 ,126.6968708720130 
조정신건강의학과의원,의원,충청북도 영동군 영동읍 중앙로 41 모아빌딩,,36.1756531590946 ,127.7776406587330 
조중근정신과의원,의원,"경기도 고양시 덕양구 호국로 792 (성사동, 천일빌딩)",,37.6566265685359 ,126.8366255982710 
